"accommodates" "bathrooms" "cleaning_fee" "distance_to_dam" "bedrooms" "prices"
3.4 3.25 2.02564102564103 3.77445932028836 2.8 200
2.2 2.125 2.92307692307692 2.47451081359423 1.9 95
1.6 2.125 1.8974358974359 2.26750772399588 1.9 90
1.6 2.125 1.64102564102564 5.81977342945417 1.9 99
1.6 2.125 2.15384615384615 1.79634397528321 1.9 74
2.8 3.8125 2.28205128205128 1.64881565396498 3.7 239
1.6 2.125 2.02564102564103 2.65216271884655 1.9 95
1.6 2.125 1.38461538461538 2.34552008238929 1.9 95
2.8 2.6875 2.02564102564103 1.65345005149331 2.8 200
4 2.125 2.53846153846154 1.59165808444902 2.8 276
1 2.125 2.02564102564103 2.48223480947477 1.9 25
1.6 2.125 1.38461538461538 2.68769309989701 1.9 76
1.6 2.125 1.64102564102564 2.78038105046344 1.9 98
2.2 2.125 1 2.22657054582904 2.8 191
2.8 2.125 1 2.02883625128733 1.9 125
4.6 2.6875 1.76923076923077 3.24845520082389 1.9 120
2.8 2.125 1.64102564102564 2.01802265705458 1.9 120
3.4 2.125 2.53846153846154 4.05638516992791 3.7 130
1.6 2.125 1 3.45314109165808 1.9 90
2.2 2.125 1.25641025641026 4.07878475798146 2.8 111
1.6 2.6875 1.76923076923077 1.32672502574665 1.9 84
2.2 2.125 1 6.39907312049434 1.9 69
2.8 4.9375 3.17948717948718 2.0543254376931 3.7 226
1.6 2.125 2.02564102564103 2.92095777548919 1.9 110
1.6 2.125 2.28205128205128 1.69052523171988 1.9 160
1.6 2.125 2.02564102564103 2.37178166838311 1.9 149
2.8 2.125 1.38461538461538 3.34577754891864 2.8 216
2.8 2.125 1 1.73609680741504 1.9 100
1 3.25 1 3.2832131822863 1.9 25
4 2.125 2.79487179487179 3.53347064881565 3.7 300
1 2.125 1.25641025641026 2.58728115345005 1.9 59
1.6 2.6875 1 1.45494335736354 1.9 185
1.6 2.125 2.28205128205128 1.97631307929969 1 146
2.8 2.125 1.64102564102564 4.41864057672503 3.7 120
1.6 2.6875 1.64102564102564 3.25154479917611 1.9 75
1.6 2.125 1.38461538461538 1.8813079299691 1 87
2.8 2.125 1.8974358974359 1.63105046343975 1.9 159
1.6 2.125 1 3.33728115345005 1.9 95
2.8 2.125 1.76923076923077 3.79454170957776 2.8 200
3.4 2.125 2.28205128205128 4.84191555097837 3.7 146
2.2 2.125 1 2.06977342945417 1.9 120
2.8 2.125 2.28205128205128 3.60684860968074 2.8 140
2.2 2.125 1 3.7057157569516 2.8 99
1.6 2.125 2.02564102564103 1.43254376930999 1.9 155
2.8 2.6875 2.53846153846154 5.03578784757982 2.8 175
1.6 2.125 1 5.79891864057673 1.9 90
2.8 2.125 1.8974358974359 1.63800205973223 1.9 171
1.6 2.6875 1 3.01673532440783 1.9 111
1.6 2.125 1.38461538461538 1.35144181256437 1.9 95
2.8 2.125 1.51282051282051 3.69104016477858 2.8 68
1.6 2.125 1.64102564102564 2.72399588053553 1.9 125
2.8 2.6875 2.28205128205128 6.36277033985582 3.7 220
2.8 2.125 1.8974358974359 1.64727085478888 1.9 226
2.8 2.125 1.8974358974359 2.51699279093718 1.9 120
2.8 2.125 1 1.87281153450051 2.8 216
2.8 2.125 1.8974358974359 2.1307929969104 2.8 200
1.6 2.125 1 1.93846549948507 1.9 129
1.6 2.6875 1 1.05406797116375 1.9 124
1.6 2.125 1.64102564102564 3.17662203913491 1.9 110
1.6 2.125 1.64102564102564 2.01261585993821 1.9 60
1.6 2.6875 1.76923076923077 1.67121524201854 1.9 140
1.6 2.125 1.8974358974359 3.38903192584964 1.9 100
2.8 2.125 3.97435897435897 3.52188465499485 3.7 160
1.6 2.125 1.51282051282051 1.98558187435633 1.9 95
1.6 2.125 1.64102564102564 2.26287332646756 1.9 100
1.6 2.6875 2.28205128205128 2.43666323377961 1.9 130
1.6 2.125 1.48717948717949 1.25025746652935 1 120
2.2 2.125 1 4.85736354273944 1.9 46
1.6 2.125 1 2.93254376930999 1.9 65
1.6 2.125 1.64102564102564 2.99665293511843 1.9 80
2.8 2.6875 2.28205128205128 2.0442842430484 1 169
1.6 2.125 1.25641025641026 7.65962924819774 1.9 30
2.2 2.125 1 3.27548918640577 2.8 120
2.8 2.125 1.64102564102564 1.61251287332647 2.8 241
1.6 2.6875 1 4.19696189495366 1.9 85
2.8 2.6875 1 1.37229660144181 1.9 220
1.6 2.6875 1.51282051282051 1.52291452111226 1.9 150
1.6 2.125 1.64102564102564 2.80664263645726 2.8 89
2.8 2.125 1.64102564102564 4.19850669412976 2.8 90
4 3.25 2.28205128205128 3.70030895983522 3.7 200
1.6 2.125 1.12820512820513 6.206745623069 1.9 50
1.6 2.125 1.8974358974359 2.00952626158599 1.9 210
2.8 2.6875 2.28205128205128 3.89958805355304 3.7 120
1.6 2.125 1 3.08625128733265 1.9 65
1.6 2.125 1 2.48377960865088 1.9 80
2.2 2.125 1.51282051282051 5.37409886714727 2.8 80
1.6 2.125 1 2.91168898043254 1.9 100
5.2 2.125 1 3.54119464469619 3.7 120
1.6 2.125 1 2.5100411946447 1.9 139
2.8 2.125 1.8974358974359 3.41915550978373 2.8 79
1.6 2.6875 1.64102564102564 2.89855818743563 1.9 75
1.6 2.125 1 3.68099897013388 1.9 70
1.6 2.125 1.38461538461538 3.13336766220391 1.9 99
1.6 2.125 1.38461538461538 2.02883625128733 1 100
1.6 1 1 2.80895983522142 1.9 80
1.6 2.125 1.8974358974359 2.32852729145211 1.9 150
1.6 2.125 1 2.35478887744593 1 130
2.8 2.125 1 3.25231719876416 2.8 80
2.8 2.6875 1.8974358974359 3.02754891864058 2.8 120
1 2.6875 1.30769230769231 2.81359423274974 1.9 49
2.2 2.125 2.28205128205128 2.29145211122554 1.9 111
2.8 2.125 2.53846153846154 4.62873326467559 4.6 100
1.6 1 1 2.89624098867147 1.9 75
2.8 2.125 2.28205128205128 3.02832131822863 2.8 129
2.2 2.125 1.64102564102564 3.31565396498455 1.9 90
1.6 2.125 1.51282051282051 3.67790937178167 1.9 60
5.2 2.6875 2 5.71318228630278 1.9 149
1.6 2.125 1 5.05278063851699 1 111
3.4 3.25 2.02564102564103 6.44078269824923 3.7 239
2.8 2.125 1 3.8370236869207 3.7 350
1.6 2.125 1.64102564102564 1.14598352214212 1.9 95
2.8 2.125 2.25641025641026 3.21292481977343 3.7 169
1.6 2.125 1 1.98712667353244 1.9 100
1.6 2.125 1.64102564102564 2.91014418125644 1.9 80
2.2 2.6875 1.76923076923077 1.75 1.9 130
1.6 3.25 1.74358974358974 3.35350154479918 1.9 129
1.6 2.125 1.51282051282051 4.81642636457261 1.9 70
2.8 2.125 1.76923076923077 2.95417095777549 2.8 95
1.6 2.125 2.02564102564103 1.73377960865088 1.9 139
1.6 2.125 1.76923076923077 3.73970133882595 1.9 125
2.8 2.125 2.28205128205128 4.07106076210093 2.8 120
1.6 2.125 2.33333333333333 1.10350154479918 1 104
1.6 2.125 1 2.61740473738414 1.9 98
1.6 2.125 2.25641025641026 3.28707518022657 1.9 120
1.6 2.125 1.64102564102564 2.42198764160659 1.9 125
1.6 2.125 2 3.08393408856849 1.9 79
1.6 2.125 1.8974358974359 2.08367662203913 1.9 125
1.6 2.6875 1.51282051282051 1.89521112255407 1.9 80
1.6 2.125 1 2.84526261585994 1.9 75
1 2.125 1 3.2167868177137 1.9 60
1.6 2.125 1 4.75695159629248 1.9 52
4 3.8125 2.28205128205128 4.14752832131823 3.7 150
2.2 2.125 2.15384615384615 2.27600411946447 2.8 110
1.6 2.125 2.28205128205128 1.96549948506694 1.9 175
1.6 2.125 1.74358974358974 1.96627188465499 1.9 59
2.2 2.6875 1.8974358974359 2.60581874356334 1.9 150
3.4 2.125 1 3.50952626158599 2.8 70
1.6 2.6875 1.8974358974359 2.7927394438723 1.9 99
2.8 2.6875 2.28205128205128 2.82054582904222 3.7 111
1.6 2.125 1.25641025641026 2.27986611740474 1.9 54
1.6 2.125 2.28205128205128 1.48970133882595 1.9 125
2.2 2.6875 1.38461538461538 2.02729145211123 1.9 130
1.6 2.125 1 3.11251287332647 1.9 150
1.6 2.125 1.76923076923077 2.45597322348095 2.8 95
1.6 2.125 2 1.87590113285273 1.9 79
2.8 2.125 1 4.32286302780639 2.8 132
2.8 2.125 1.76923076923077 3.37281153450051 2.8 150
1 2.125 1.51282051282051 3.39907312049434 1.9 55
1.6 2.125 1 2.17173017507724 1 115
2.2 2.125 1 1.62564366632338 1.9 138
1.6 2.125 1.51282051282051 2.0859938208033 1.9 120
1.6 2.6875 1.64102564102564 2.04196704428424 1 129
1.6 2.125 2.15384615384615 3.16889804325438 1.9 115
2.8 2.125 1.8974358974359 2.66992790937178 2.8 171
2.8 2.125 1 3.4346035015448 2.8 270
1.6 2.125 1.8974358974359 2.6846035015448 1.9 130
1.6 2.125 1.76923076923077 3.41374871266735 1.9 80
1.6 2.125 1.25641025641026 5.57337796086509 1.9 60
2.8 2.125 2.53846153846154 3.03990731204943 1.9 149
2.8 2.6875 1 2.22116374871267 2.8 130
2.8 2.125 1.25641025641026 2.21807415036045 1.9 60
2.2 2.125 1.76923076923077 3.15499485066941 2.8 125
2.8 2.125 2.02564102564103 2.62512873326468 1.9 115
1.6 2.125 1.8974358974359 1.5005149330587 1.9 140
2.8 2.125 1.76923076923077 3.67481977342945 2.8 100
1.6 2.125 1 1.20932028836251 1.9 114
4 3.25 4.33333333333333 6.93434603501545 4.6 200
1.6 2.125 1.8974358974359 2.94026776519053 1.9 114
4 5.5 2.53846153846154 2.24279093717817 6.4 400
2.8 3.25 2.02564102564103 3.05844490216272 1.9 160
1.6 2.125 1.64102564102564 2.09371781668383 1.9 85
4 2.125 2.02564102564103 3.2832131822863 3.7 210
2.8 2.6875 2.79487179487179 1.75308959835221 2.8 150
1.6 2.125 1.64102564102564 4.75772399588054 1.9 150
1.6 2.125 1 8.98120494335737 1.9 80
2.8 2.125 2.15384615384615 2.14546858908342 1.9 110
2.8 3.8125 1 1.61405767250257 2.8 385
2.8 2.125 2.53846153846154 3.12564366632338 2.8 251
2.8 2.125 2.28205128205128 7.14984552008239 2.8 111
2.2 2.125 2.02564102564103 2.6629763130793 1.9 100
2.8 2.125 1.64102564102564 2.14237899073121 2.8 195
2.8 2.125 1.8974358974359 3.70185375901133 4.6 149
2.8 2.125 1.64102564102564 3.51647785787848 2.8 99
1.6 2.125 1.64102564102564 4.69670442842431 1.9 100
2.2 3.25 1 4.16452111225541 1.9 50
2.8 2.6875 2.79487179487179 1.43872296601442 2.8 219
1 2.125 1 3.59912461380021 1.9 30
2.8 2.6875 2.41025641025641 2.31694129763131 2.8 200
1.6 2.125 1.8974358974359 2.99742533470649 1.9 105
2.8 2.125 1.64102564102564 3.42842430484037 2.8 159
2.8 2.125 2.15384615384615 3.38980432543769 2.8 111
1.6 2.125 1.51282051282051 2.2389289392379 1.9 105
1.6 2.125 2.28205128205128 2.66915550978373 1.9 250
1.6 2.125 1 2.56024716786818 1.9 150
1.6 2.125 1.51282051282051 2.23738414006179 1.9 76
2.8 2.125 2.28205128205128 3.18666323377961 2.8 175
1.6 2.125 1.8974358974359 3.32801235839341 1.9 84
2.8 2.125 1.8974358974359 1.58934088568486 2.8 159
2.2 2.125 1.76923076923077 4.28810504634398 1.9 40
1.6 2.125 2.79487179487179 1.54840370751802 1.9 296
1.6 2.125 1.64102564102564 2.13002059732235 1.9 110
1.6 2.6875 1.76923076923077 3.3148815653965 1.9 90
1.6 2.125 1 2.63439752832132 1.9 75
1.6 2.125 1.8974358974359 3.09320288362513 1.9 80
2.8 2.125 1 1.61714727085479 1.9 115
1.6 2.125 1.38461538461538 3.35350154479918 1.9 100
1.6 2.125 1.8974358974359 3.06616889804325 2.8 136
1.6 2.125 1.76923076923077 2.0659114315139 1.9 105
1.6 2.125 1 3.65319258496395 1.9 90
1.6 3.25 3.05128205128205 1.89212152420185 1.9 150
1.6 2.125 2.66666666666667 2.47528321318229 1.9 120
1.6 2.125 1 2.32234809474768 1.9 70
2.2 2.125 1.8974358974359 3.14495365602472 2.8 149
1.6 2.125 2.15384615384615 2.56024716786818 1.9 100
2.2 2.125 1.38461538461538 3.40525231719876 1.9 85
1.6 2.125 1 2.39804325437693 1.9 111
1.6 2.125 1.12820512820513 2.88002059732235 1.9 70
1.6 2.125 1.74358974358974 3.08779608650875 1.9 89
1.6 2.125 1 2.27909371781668 1.9 80
1.6 2.125 1 2.42584963954686 1.9 70
1.6 2.125 1.64102564102564 4.82878475798146 1.9 75
2.2 2.125 1 3.06771369721936 2.8 120
1.6 2.125 1.38461538461538 1.4240473738414 1.9 85
2.8 2.125 2.02564102564103 4.26184346035016 2.8 160
2.8 2.125 2.28205128205128 2.54170957775489 2.8 250
1 2.125 2.02564102564103 2.47142121524202 1.9 25
1.6 2.125 1.76923076923077 4.14598352214212 1 70
1.6 2.125 1.64102564102564 1.91761071060762 1.9 125
1.6 2.125 1.76923076923077 4.28347064881565 1.9 45
1.6 2.125 2.28205128205128 1.97554067971164 1.9 125
1.6 2.125 1.51282051282051 2.69001029866117 1.9 110
1.6 2.125 1.76923076923077 2.59654994850669 1.9 159
2.8 2.125 1 2.08676622039135 1.9 181
1 2.125 1 1.7615859938208 1.9 200
1.6 2.125 1 2.93177136972194 1.9 65
1.6 2.125 1.64102564102564 3.26467559217302 1.9 95
1.6 2.125 1 3.47167868177137 1.9 65
2.8 2.6875 2.92307692307692 1.90602471678682 3.7 220
2.2 2.125 1.64102564102564 2.63362512873326 2.8 100
2.8 2.125 2.15384615384615 2.81745623069001 2.8 220
2.2 2.125 2.02564102564103 3.05921730175077 2.8 120
2.8 2.125 1.76923076923077 3.05690010298661 2.8 80
1.6 2.125 1 1.61791967044284 1.9 125
1.6 2.125 2.02564102564103 3.24459320288363 1.9 111
1.6 2.125 1.8974358974359 3.29788877445932 1.9 90
2.8 2.6875 2.28205128205128 2.97579814624099 2.8 125
1 1 1.51282051282051 2.85839340885685 1.9 45
1.6 2.125 1 2.58341915550978 1.9 60
2.8 2.125 1.76923076923077 7.49201853759011 4.6 130
1.6 2.125 1.51282051282051 2.87229660144181 1.9 110
1.6 2.125 1 2.00952626158599 1.9 99
1.6 2.125 1.64102564102564 1.53141091658084 1.9 136
1.6 2.125 1.8974358974359 2.09217301750772 1.9 150
2.2 2.125 1 4.0548403707518 2.8 100
2.8 2.125 1.38461538461538 3.15113285272915 2.8 45
2.2 2.125 1 3.31797116374871 1.9 100
1.6 2.125 1 2.03656024716787 1.9 164
1.6 2.125 1 1.86894953656025 1.9 75
2.8 3.25 3.05128205128205 3.62384140061792 4.6 350
1.6 2.125 1.38461538461538 1.82569515962925 1.9 111
1.6 2.125 2.28205128205128 8.96807415036045 1.9 55
2.8 2.125 1 2.85375901132853 1.9 100
2.2 2.125 1.8974358974359 3.79299691040165 2.8 120
1.6 2.125 1 2.47682801235839 1.9 60
1.6 2.125 1.51282051282051 3.14881565396498 1.9 100
1.6 2.125 1 2.03810504634398 1.9 125
1.6 2.125 2.02564102564103 2.54788877445932 1.9 98
1.6 2.125 1 3.63851699279094 1.9 65
2.8 2.125 2.53846153846154 1.41864057672503 1.9 175
2.2 2.6875 1.8974358974359 2.02420185375901 1.9 155
2.8 2.6875 2.02564102564103 3.75901132852729 2.8 150
3.4 2.125 1.51282051282051 3.78681771369722 2.8 125
2.8 2.125 1 2.02342945417096 3.7 97
1.6 2.125 1 1.2062306900103 1.9 150
4 2.125 2.28205128205128 7.19696189495366 4.6 185
1.6 2.125 1.51282051282051 6.40756951596293 1 45
1.6 2.125 1 1.63954685890834 1 113
2.2 2.125 1 2.84835221421215 2.8 160
2.8 2.125 1 3.06925849639547 2.8 199
1.6 2.125 1.76923076923077 4.16220391349125 1.9 100
1.6 2.125 1 2.73017507723996 1.9 120
1.6 2.125 1.38461538461538 5.83058702368692 1.9 100
2.2 2.125 1.51282051282051 7.53527291452111 1.9 98
1.6 2.125 1.25641025641026 2.87461380020597 1.9 105
1.6 2.125 1.76923076923077 1.61251287332647 1.9 130
2.8 2.6875 2.02564102564103 1.96086508753862 2.8 175
1.6 2.125 2.28205128205128 4.23712667353244 1 90
2.8 2.125 1 2.54943357363543 2.8 300
2.8 2.125 1 6.84938208032956 2.8 128
1.6 2.125 1 2.17868177136972 1.9 149
1.6 2.125 1 1.66426364572606 1.9 50
2.8 2.125 2.02564102564103 1.32749742533471 1 180
1.6 2.125 1 2.78501544799176 1 136
1.6 2.125 1.64102564102564 3.45314109165808 1 93
2.8 2.125 1 2.2489701338826 1 150
1.6 2.125 1 1.76930998970134 1.9 95
2.8 2.125 2.28205128205128 2.42430484037075 1.9 120
1.6 2.125 1.8974358974359 1.4024201853759 1.9 122
2.2 2.6875 1.64102564102564 3.90885684860968 2.8 119
1.6 2.125 1.64102564102564 1.58393408856849 1.9 120
1.6 2.125 1 2.27059732234809 1.9 84
2.8 2.125 2.02564102564103 1.94232749742533 1.9 129
1.6 2.125 1.51282051282051 1.663491246138 1.9 80
1.6 2.125 1.76923076923077 2.40113285272915 1.9 110
1.6 2.125 1.64102564102564 2.67765190525232 1.9 100
2.8 2.6875 2.66666666666667 3.0321833161689 2.8 251
2.8 2.125 2.02564102564103 2.01725025746653 3.7 451
4 2.125 2.79487179487179 3.06230690010299 2.8 100
2.8 2.6875 2.28205128205128 1.92842430484037 1.9 376
2.8 2.125 1 3.62075180226571 2.8 230
1.6 2.125 1 2.50617919670443 1.9 89
2.8 2.6875 2.58974358974359 2.28990731204943 2.8 150
1.6 2.125 2.02564102564103 2.54943357363543 1 100
2.8 2.125 1.8974358974359 3.45700308959835 1.9 89
1.6 2.125 2.28205128205128 1.51364572605561 1.9 50
1.6 2.125 1.76923076923077 2.13774459320288 1.9 140
1.6 2.125 1.8974358974359 3.71343975283213 1.9 79
2.8 3.8125 3.05128205128205 1.6403192584964 2.8 251
2.2 2.125 1.8974358974359 3.02136972193615 1.9 136
1.6 2.125 1.64102564102564 1.9994850669413 1.9 129
5.8 2.125 2.02564102564103 2.95957775489186 2.8 181
2.2 2.125 1.76923076923077 2.39881565396498 1.9 106
1.6 2.125 1.76923076923077 3.59526261585994 1.9 114
1 2.125 1 7.21858908341916 1.9 30
1.6 2.125 1.64102564102564 3.03759011328527 1.9 75
1.6 2.6875 1.17948717948718 5.5648815653965 1.9 41
1.6 2.125 1.64102564102564 2.1956745623069 1.9 88
2.8 2.125 2.28205128205128 6.17198764160659 2.8 130
2.8 2.125 1 4.74304840370752 2.8 65
1.6 2.125 1 1.45417095777549 1.9 85
1.6 2.125 1.38461538461538 3.39212152420185 1.9 70
1.6 2.125 1 1.96318228630278 1.9 139
1.6 2.125 1.64102564102564 3.31719876416066 1.9 70
1.6 2.125 1.64102564102564 3.33341915550978 1.9 87
1.6 2.125 1.51282051282051 2.64752832131823 1.9 75
1.6 2.125 1 2.74716786817714 1.9 60
1.6 2.125 1 5.6745623069001 1.9 65
1.6 2.125 1.8974358974359 2.41889804325438 2.8 105
2.8 2.125 2.02564102564103 2.2605561277034 1.9 130
2.8 2.125 2.15384615384615 4.02471678681771 1.9 169
1.6 2.125 1.8974358974359 4.1846035015448 1.9 55
2.8 2.125 1.8974358974359 3.77986611740474 2.8 120
1.6 2.125 1.8974358974359 2.08522142121524 1.9 146
1.6 2.125 1.8974358974359 3.40602471678682 1.9 150
1.6 2.125 1.38461538461538 2.41271884654995 1.9 99
1.6 2.125 1 3.67790937178167 1.9 80
1.6 2.125 2.02564102564103 2.96498455200824 1.9 89
4 2.125 1.8974358974359 1.20391349124614 3.7 208
2.2 2.125 1 1.97940267765191 1.9 120
1.6 3.25 1.38461538461538 1.5870236869207 1.9 140
1.6 2.125 1.25641025641026 6.43228630278064 1.9 60
1.6 2.125 1.8974358974359 2.81513903192585 1.9 111
1.6 2.125 1 6.94747682801236 1.9 79
1.6 2.125 1 3.04685890834192 1.9 75
1.6 2.125 2.28205128205128 3.13722966014418 1.9 75
2.8 2.125 2.02564102564103 4.24871266735324 4.6 251
1.6 2.125 1.51282051282051 9.33573635427395 1.9 50
1.6 2.125 1 5.60195674562307 1.9 52
1.6 2.125 1 1.86585993820803 1 140
2.8 2.125 2.66666666666667 2.0211122554068 2.8 251
2.2 2.125 1.51282051282051 1.53372811534501 1.9 85
1 2.125 2.53846153846154 3.80612770339856 1.9 45
1.6 2.125 1.64102564102564 2.75334706488157 1.9 49
1.6 2.125 1 2.69001029866117 1.9 100
1.6 2.125 1.64102564102564 1.57621009268795 1.9 150
5.2 2.125 2.28205128205128 4.03089598352214 4.6 200
2.8 2.125 1.38461538461538 3.78450051493306 2.8 138
2.8 2.125 1 2.3486096807415 1.9 111
1.6 2.125 1.51282051282051 3.06848609680742 1.9 80
1.6 2.125 1.8974358974359 2.81900102986612 1.9 150
1.6 2.6875 2.15384615384615 2.25514933058702 1.9 160
1.6 2.125 1.25641025641026 1.18692070030896 1.9 99
2.8 2.125 2.53846153846154 2.57723995880536 2.8 136
1.6 2.125 2.28205128205128 3.32723995880536 1.9 129
4 2.125 1.76923076923077 2.76879505664264 1.9 99
1.6 2.125 2.02564102564103 3.30638516992791 1.9 100
1.6 2.125 1.38461538461538 2.55792996910402 1.9 85
2.8 2.125 1.38461538461538 4.68743563336766 2.8 100
2.8 2.125 3.17948717948718 2.76802265705458 3.7 251
1.6 2.6875 1.76923076923077 2.36174047373841 1.9 125
2.8 2.125 2.28205128205128 3.11096807415036 2.8 80
1.6 2.125 2.28205128205128 3.120236869207 1.9 99
1.6 2.125 2.02564102564103 1.88516992790937 1.9 129
2.2 2.125 1.8974358974359 2.44207003089598 1.9 95
1.6 2.125 1.51282051282051 2.02342945417096 1.9 79
2.2 2.125 2.02564102564103 6.20520082389289 1.9 100
1 2.125 1.25641025641026 1.85581874356334 1.9 39
1.6 2.125 1.76923076923077 1.8264675592173 1.9 100
2.2 3.8125 2.02564102564103 3.74665293511843 2.8 120
2.8 2.125 1.8974358974359 2.88851699279094 2.8 245
1.6 2.125 1 3.31874356333677 1.9 95
1.6 2.125 1 5.18717816683831 1.9 120
2.8 2.125 1 2.0211122554068 1.9 200
1.6 2.125 1.8974358974359 2.16786817713697 1.9 146
1.6 2.125 1.51282051282051 2.01725025746653 1.9 75
4 2.125 1.64102564102564 2.40962924819773 3.7 276
2.2 2.125 1.8974358974359 3.38516992790937 1.9 150
3.4 2.125 2.02564102564103 2.19953656024717 2.8 175
2.2 3.8125 2.28205128205128 1.40705458290422 1.9 111
1.6 2.125 1.64102564102564 2.45365602471679 1.9 120
2.8 2.125 2.28205128205128 3.00128733264676 1.9 136
1.6 2.125 1.51282051282051 3.37203913491246 1.9 111
1.6 2.125 1 2.2173017507724 1.9 100
1.6 2.125 1.64102564102564 1.94773429454171 1.9 115
1.6 2.125 1.38461538461538 3.72966014418126 1.9 93
2.8 2.125 2.53846153846154 1.63182286302781 1.9 276
1.6 2.6875 1.8974358974359 1.3923789907312 1 100
1.6 3.25 1 2.25128733264676 1.9 75
3.4 3.25 2.02564102564103 1.93923789907312 4.6 350
2.8 2.125 1.51282051282051 2.78501544799176 2.8 95
1.6 2.125 1 4.97631307929969 1.9 55
1.6 2.6875 1 3.56204943357364 1.9 65
2.2 2.125 1.25641025641026 3.42842430484037 1.9 80
1.6 2.125 1 2.0875386199794 1 100
2.2 2.125 2.28205128205128 2.19181256436663 1.9 145
2.8 2.125 2.79487179487179 2.8259526261586 3.7 191
1.6 2.125 1.51282051282051 1.39315139031926 1.9 199
1.6 2.125 1 3.42996910401648 1.9 98
2.8 2.125 1.8974358974359 2.21498455200824 2.8 120
1.6 2.125 2 2.59423274974253 1.9 79
1.6 2.125 1 5.09603501544799 1.9 100
1.6 2.125 1.8974358974359 2.09603501544799 1.9 120
2.8 2.125 2.28205128205128 2.38954685890834 2.8 146
2.8 2.125 2.28205128205128 3.23686920700309 1.9 120
2.8 2.6875 2.28205128205128 3.12409886714727 1.9 140
1.6 2.6875 1.8974358974359 2.27523171987642 1.9 120
1.6 2.125 2.02564102564103 3.20056642636457 1.9 105
3.4 2.125 1 3.02832131822863 3.7 150
2.8 2.125 1.51282051282051 2.58341915550978 2.8 120
1.6 2.6875 1.25641025641026 1.19001029866117 1.9 95
1.6 2.125 1.8974358974359 2.53861997940268 1.9 79
1.6 2.125 1.8974358974359 2.8043254376931 1.9 130
1.6 2.125 1.51282051282051 5.85221421215242 1.9 60
1.6 2.125 1 1.99794026776519 1.9 120
2.8 2.125 1.38461538461538 3.68099897013388 1.9 181
2.2 2.125 2.28205128205128 1.83032955715757 1.9 120
2.8 2.125 1 4.88825952626159 2.8 111
1.6 2.6875 1.8974358974359 3.94052523171988 1.9 120
1.6 2.125 1.64102564102564 3.33032955715757 1.9 95
2.8 3.8125 2.66666666666667 2.5648815653965 3.7 200
1.6 2.125 2.02564102564103 3.19361483007209 1.9 95
3.4 2.125 1.8974358974359 2.9240473738414 2.8 129
1 3.25 1 3.53424304840371 1.9 43
2.8 2.125 2.38461538461538 2.80973223480948 2.8 129
2.8 2.125 2.28205128205128 3.3048403707518 2.8 200
2.2 2.125 1.64102564102564 3.14881565396498 2.8 75
1.6 2.125 1.92307692307692 1.75231719876416 1.9 100
1.6 2.125 2.02564102564103 4.15911431513903 1.9 140
1.6 2.125 1.28205128205128 1.83496395468589 1 115
2.2 2.125 1.38461538461538 3.54505664263646 1 80
1.6 2.125 1 2.20417095777549 1.9 125
1.6 2.125 1.76923076923077 2.40653964984552 1.9 85
2.8 2.125 1.38461538461538 4.28964984552008 2.8 125
1.6 2.125 1.51282051282051 3.20365602471679 1.9 85
1.6 2.125 2.92307692307692 1.72219361483007 1.9 175
1.6 2.125 1 3.16812564366632 1.9 95
1.6 2.125 1 1.50901132852729 1.9 108
1.6 2.125 1 1.62100926879506 1.9 120
1.6 2.125 2.15384615384615 3.33728115345005 1.9 146
1.6 2.125 2.28205128205128 6.67481977342945 1.9 114
1.6 2.125 1 2.370236869207 1.9 80
2.8 2.125 2.07692307692308 2.77651905252317 1.9 111
2.8 2.6875 2.02564102564103 3.89109165808445 2.8 150
1.6 2.125 2.02564102564103 1.52832131822863 1 110
1.6 2.125 1.76923076923077 2.50463439752832 1.9 89
6.4 2.125 1 1.32363542739444 2.8 395
2.2 2.125 2.15384615384615 3.42919670442842 1.9 128
1.6 2.125 1.64102564102564 3.20906282183316 1.9 65
2.8 2.125 1.64102564102564 1.15447991761071 1.9 140
1.6 2.125 1.8974358974359 2.47682801235839 1.9 75
2.2 2.125 1.51282051282051 1.14752832131823 1.9 150
1 2.6875 1.38461538461538 1.28887744593203 1.9 24
2.8 2.125 1.51282051282051 2.92559217301751 2.8 120
1.6 2.125 1 2.87770339855819 1.9 100
4 2.125 2.28205128205128 4.63105046343975 3.7 276
2.8 2.125 1.64102564102564 3.98532440782698 1.9 100
1.6 2.125 1.8974358974359 2.94799176107106 1.9 85
2.8 2.125 2.02564102564103 1.98094747682801 1.9 120
2.8 2.125 1 3.93898043254377 2.8 251
1.6 2.125 1 3.14418125643666 1.9 99
1.6 2.125 1 2.94876416065911 1.9 39
5.2 3.25 2.92307692307692 3.90576725025747 3.7 325
1.6 2.125 1.64102564102564 2.63362512873326 1.9 100
1.6 2.125 2.28205128205128 2.00875386199794 2.8 130
1.6 2.125 1.38461538461538 3.29016477857879 1.9 70
2.8 2.125 1.64102564102564 3.97064881565397 2.8 79
4 2.6875 1 4.10504634397528 3.7 100
2.2 2.125 2.53846153846154 1.64109165808445 1.9 120
1.6 2.125 1.64102564102564 2.58882595262616 1.9 99
1.6 2.125 1 3.69335736354274 2.8 130
2.8 2.6875 2.15384615384615 2.90782698249228 2.8 61
2.2 2.6875 1.64102564102564 2.06282183316169 1 146
1.6 2.125 1 2.51081359423275 1.9 100
2.8 2.125 1.8974358974359 2.0659114315139 2.8 120
