,bathrooms,accommodates,distance_to_dam,bedrooms,review_scores_location,review_scores_communication,reviews_per_month,review_scores_checkin,beds,review_scores_value
190,1.0,6,6.952,4.0,8.0,10.0,0.27,9.0,6.0,7.0
2694,1.0,2,0.949,1.0,10.0,10.0,0.46,10.0,1.0,9.0
12534,1.0,2,2.711,1.0,8.0,10.0,0.71,10.0,1.0,9.0
8495,1.0,5,2.99,3.0,10.0,10.0,0.13,10.0,4.0,10.0
1415,2.0,4,0.782,3.0,0.0,0.0,0.0,0.0,3.0,0.0
12338,1.0,2,1.976,1.0,10.0,10.0,1.41,10.0,1.0,10.0
6730,1.0,2,1.928,1.0,10.0,10.0,0.41,10.0,1.0,10.0
9195,1.0,6,3.227,4.0,10.0,10.0,0.65,10.0,7.0,10.0
6903,1.0,2,1.256,1.0,9.0,10.0,0.89,10.0,2.0,9.0
13098,1.0,4,2.686,1.0,8.0,10.0,2.0,10.0,1.0,8.0
12590,1.0,2,2.773,1.0,9.0,10.0,1.32,10.0,1.0,10.0
42,1.0,2,7.956,1.0,8.0,10.0,2.69,10.0,1.0,9.0
9322,1.0,2,1.741,1.0,9.0,10.0,1.11,10.0,1.0,8.0
11744,1.0,2,2.434,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11913,1.0,2,2.444,2.0,10.0,10.0,0.24,10.0,2.0,10.0
3083,1.0,2,2.869,1.0,9.0,10.0,2.07,10.0,1.0,9.0
489,6.0,16,2.979,10.0,8.0,10.0,0.16,10.0,16.0,8.0
2582,1.0,4,0.511,1.0,10.0,9.0,3.21,10.0,3.0,9.0
10416,0.0,2,2.381,1.0,9.0,10.0,0.38,10.0,2.0,9.0
6194,1.0,6,10.0,3.0,9.0,10.0,0.61,10.0,6.0,9.0
4494,1.0,2,1.198,1.0,10.0,9.0,1.36,9.0,1.0,8.0
12086,1.0,6,2.337,3.0,9.0,10.0,1.45,10.0,6.0,9.0
10159,2.5,6,1.732,3.0,9.0,10.0,0.35,10.0,6.0,10.0
7315,1.0,2,2.185,1.0,10.0,10.0,0.45,9.0,1.0,9.0
5952,1.0,4,3.787,3.0,10.0,9.0,0.43,10.0,5.0,9.0
3132,1.0,1,2.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9826,1.0,2,2.254,1.0,10.0,10.0,0.65,10.0,1.0,9.0
11648,1.0,2,2.361,1.0,9.0,10.0,0.83,10.0,1.0,10.0
9329,2.0,4,3.76,2.0,10.0,8.0,0.31,8.0,2.0,10.0
7785,1.5,4,3.104,0.0,7.0,4.0,0.71,4.0,4.0,6.0
9208,3.5,4,2.267,2.0,10.0,10.0,0.26,10.0,4.0,10.0
9831,1.5,2,3.368,1.0,10.0,9.0,0.65,8.0,1.0,10.0
3012,1.0,2,3.137,1.0,6.0,10.0,1.0,10.0,1.0,8.0
4279,1.0,2,1.109,1.0,10.0,9.0,2.16,9.0,1.0,9.0
13602,1.5,3,3.271,1.0,9.0,10.0,1.03,10.0,1.0,10.0
339,1.0,2,4.092,1.0,8.0,9.0,1.71,9.0,1.0,8.0
13411,1.0,3,4.754,1.0,0.0,0.0,0.0,0.0,2.0,0.0
11983,1.0,2,1.265,1.0,10.0,10.0,0.78,10.0,1.0,9.0
4367,2.0,4,1.108,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2240,1.5,4,1.204,1.0,10.0,10.0,1.67,10.0,3.0,9.0
11420,1.0,2,1.999,1.0,9.0,10.0,1.93,9.0,1.0,9.0
2078,2.0,6,0.901,5.0,10.0,10.0,0.38,10.0,10.0,9.0
4366,1.0,1,1.139,1.0,10.0,10.0,3.48,10.0,1.0,10.0
9509,1.0,2,3.957,1.0,10.0,10.0,1.07,9.0,1.0,10.0
10384,1.0,2,1.952,1.0,10.0,10.0,0.89,10.0,1.0,10.0
9676,1.0,4,3.762,2.0,10.0,10.0,1.0,10.0,4.0,8.0
6142,1.0,5,4.867,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8140,1.0,4,3.463,2.0,10.0,10.0,2.11,10.0,4.0,10.0
13103,1.0,1,3.685,1.0,9.0,10.0,1.34,10.0,1.0,9.0
12369,1.0,2,2.651,1.0,10.0,10.0,0.11,10.0,1.0,10.0
10017,1.0,2,5.036,1.0,0.0,0.0,1.0,0.0,1.0,0.0
12910,1.5,4,3.084,2.0,8.0,9.0,1.01,9.0,3.0,7.0
8013,1.0,2,2.422,1.0,9.0,10.0,3.7,10.0,1.0,9.0
3810,1.0,1,1.865,1.0,9.0,10.0,5.91,9.0,1.0,9.0
13725,1.0,4,6.736,2.0,9.0,10.0,2.46,10.0,2.0,9.0
6202,1.0,2,10.0,1.0,8.0,9.0,0.26,9.0,1.0,9.0
13073,1.0,2,2.784,1.0,9.0,10.0,0.75,10.0,1.0,9.0
7179,1.0,4,1.605,1.0,10.0,9.0,1.9,10.0,2.0,10.0
9326,1.0,4,3.747,2.0,9.0,8.0,5.0,8.0,2.0,8.0
4723,1.0,2,0.727,1.0,10.0,9.0,4.38,10.0,1.0,9.0
1591,1.0,2,0.54,1.0,10.0,10.0,1.76,10.0,1.0,10.0
1611,1.0,2,1.082,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8288,1.0,4,1.713,1.0,9.0,9.0,2.59,9.0,2.0,9.0
9434,1.0,2,2.472,1.0,10.0,9.0,0.3,9.0,2.0,9.0
6947,1.0,3,1.312,2.0,10.0,10.0,0.24,10.0,2.0,10.0
4967,1.0,2,1.256,1.0,10.0,10.0,5.03,10.0,2.0,8.0
8669,1.0,4,2.193,3.0,10.0,10.0,0.99,10.0,4.0,9.0
6865,1.0,2,1.728,1.0,9.0,10.0,2.81,10.0,1.0,9.0
10605,1.0,2,2.106,1.0,9.0,10.0,0.93,10.0,1.0,9.0
1480,1.0,4,0.869,2.0,10.0,10.0,0.22,10.0,3.0,9.0
10893,1.0,2,2.888,1.0,9.0,10.0,1.3,10.0,1.0,9.0
6948,1.0,5,1.571,3.0,10.0,10.0,0.81,10.0,3.0,10.0
8943,1.0,2,4.192,1.0,9.0,10.0,0.13,10.0,1.0,10.0
370,1.0,2,3.551,1.0,10.0,10.0,0.1,10.0,1.0,10.0
1389,1.5,3,0.465,1.0,9.0,10.0,3.33,10.0,3.0,10.0
7479,1.0,2,2.335,1.0,10.0,10.0,0.79,10.0,1.0,10.0
7665,1.0,2,1.72,1.0,10.0,10.0,1.17,10.0,1.0,10.0
11243,1.0,2,2.309,1.0,10.0,10.0,1.0,10.0,1.0,10.0
13199,1.0,2,2.236,1.0,8.0,10.0,1.15,9.0,1.0,8.0
5801,1.0,4,2.543,2.0,10.0,10.0,2.14,10.0,2.0,10.0
2096,1.0,2,1.051,0.0,10.0,10.0,1.67,10.0,1.0,9.0
9836,1.0,2,3.433,1.0,10.0,10.0,0.65,9.0,1.0,9.0
3447,1.0,4,3.284,3.0,0.0,0.0,0.0,0.0,4.0,0.0
11746,1.0,2,2.189,1.0,10.0,10.0,3.43,10.0,1.0,10.0
7045,1.0,2,1.453,1.0,10.0,10.0,1.75,9.0,1.0,10.0
4389,1.0,2,2.472,1.0,9.0,9.0,1.86,10.0,1.0,9.0
13607,1.0,2,4.363,1.0,8.0,8.0,0.4,8.0,1.0,9.0
12669,1.0,3,2.4,2.0,8.0,10.0,0.7,10.0,2.0,8.0
11252,1.5,2,2.2,1.0,10.0,10.0,0.47,10.0,1.0,10.0
1254,1.0,3,0.826,2.0,10.0,10.0,0.1,10.0,3.0,10.0
13497,1.0,4,4.105,3.0,0.0,0.0,0.0,0.0,3.0,0.0
5631,1.0,4,2.646,2.0,0.0,0.0,0.0,0.0,2.0,0.0
5571,1.0,3,2.506,0.0,9.0,10.0,0.67,10.0,1.0,9.0
5723,1.0,2,2.59,1.0,10.0,10.0,1.22,10.0,1.0,10.0
12561,1.0,4,3.146,2.0,9.0,10.0,0.98,10.0,2.0,9.0
3217,1.0,4,3.215,1.0,9.0,10.0,0.83,9.0,2.0,9.0
5051,1.0,4,2.028,2.0,9.0,10.0,0.34,10.0,2.0,9.0
7965,1.0,2,2.491,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7971,1.0,3,3.008,2.0,9.0,10.0,0.58,9.0,2.0,9.0
998,3.0,4,6.935,4.0,9.0,10.0,0.38,10.0,4.0,10.0
6102,1.0,1,3.068,1.0,9.0,10.0,2.64,9.0,1.0,9.0
7534,1.0,4,1.879,0.0,10.0,10.0,2.31,10.0,2.0,9.0
4456,1.0,3,1.308,1.0,10.0,10.0,0.11,10.0,1.0,9.0
3414,1.0,3,3.416,1.0,0.0,10.0,0.16,0.0,1.0,0.0
1573,1.0,4,1.254,2.0,10.0,10.0,4.0,10.0,2.0,9.0
12830,1.0,3,2.654,1.0,9.0,9.0,1.72,10.0,2.0,9.0
1683,1.0,4,1.066,2.0,10.0,10.0,0.36,10.0,2.0,9.0
2184,1.0,2,1.119,1.0,10.0,10.0,0.45,10.0,1.0,10.0
9812,1.0,2,3.521,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12832,1.0,2,2.495,1.0,10.0,10.0,1.0,10.0,1.0,10.0
5888,1.5,4,3.901,3.0,10.0,10.0,0.37,10.0,4.0,10.0
10611,1.0,2,1.406,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8464,1.0,2,3.007,1.0,10.0,10.0,2.03,10.0,1.0,9.0
12864,1.0,4,2.949,1.0,8.0,9.0,0.82,9.0,1.0,8.0
5481,1.0,2,2.257,1.0,10.0,10.0,0.49,10.0,1.0,9.0
9357,1.0,1,3.223,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2729,2.0,4,0.783,2.0,10.0,10.0,1.52,10.0,2.0,9.0
2550,1.0,2,0.747,0.0,10.0,10.0,1.79,10.0,1.0,10.0
13755,2.0,6,7.629,3.0,8.0,10.0,0.31,10.0,5.0,8.0
9097,1.0,2,2.343,1.0,10.0,10.0,0.31,10.0,1.0,10.0
6024,1.0,2,3.83,1.0,9.0,10.0,2.5,10.0,1.0,9.0
9031,1.0,1,3.617,2.0,9.0,9.0,0.2,9.0,2.0,8.0
9290,1.5,6,3.77,2.0,10.0,10.0,0.68,10.0,3.0,9.0
1515,2.0,4,0.898,3.0,10.0,10.0,1.0,10.0,6.0,10.0
5428,1.5,2,1.969,1.0,10.0,10.0,0.11,10.0,1.0,10.0
2202,1.0,2,0.905,0.0,10.0,10.0,0.79,10.0,1.0,10.0
6924,1.0,2,1.908,0.0,9.0,10.0,1.54,10.0,2.0,9.0
1588,1.0,2,0.569,1.0,9.0,5.0,2.37,6.0,1.0,6.0
5997,1.0,4,4.076,0.0,10.0,10.0,0.52,10.0,2.0,10.0
11290,1.0,2,1.872,1.0,9.0,10.0,0.76,10.0,1.0,9.0
2422,1.5,2,0.762,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5912,1.0,2,3.914,1.0,10.0,8.0,1.0,6.0,1.0,10.0
7106,1.0,2,1.95,1.0,10.0,10.0,1.0,6.0,1.0,8.0
7267,1.0,2,7.894,1.0,0.0,0.0,0.0,0.0,2.0,0.0
7853,1.0,2,2.388,1.0,10.0,10.0,0.33,10.0,2.0,10.0
10007,1.0,3,4.738,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3464,1.0,2,3.152,1.0,8.0,10.0,0.56,10.0,1.0,8.0
11454,1.0,4,1.953,1.0,7.0,9.0,0.06,10.0,2.0,6.0
6448,1.0,3,2.285,2.0,9.0,10.0,0.87,10.0,2.0,10.0
124,1.0,2,4.663,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5662,1.0,2,2.472,1.0,8.0,9.0,1.23,9.0,1.0,9.0
13312,1.5,2,4.337,1.0,9.0,10.0,2.02,10.0,1.0,10.0
5006,1.5,4,2.325,1.0,10.0,10.0,0.05,10.0,2.0,10.0
10891,1.0,4,1.59,1.0,10.0,10.0,1.48,10.0,2.0,10.0
1205,2.0,4,0.92,2.0,10.0,10.0,0.2,10.0,2.0,10.0
7961,1.0,4,1.862,0.0,10.0,10.0,1.9,10.0,2.0,9.0
4636,1.0,4,0.769,2.0,10.0,9.0,3.09,9.0,2.0,9.0
575,1.5,4,2.449,2.0,9.0,8.0,0.53,9.0,2.0,9.0
4022,1.0,2,0.984,1.0,10.0,10.0,0.71,10.0,2.0,8.0
7899,1.0,2,2.115,1.0,9.0,9.0,4.8,10.0,1.0,9.0
12442,1.0,2,2.364,1.0,9.0,8.0,0.38,8.0,2.0,10.0
11638,1.5,4,2.419,2.0,0.0,0.0,0.0,0.0,2.0,0.0
4147,1.0,4,2.542,1.0,9.0,10.0,1.08,10.0,2.0,9.0
6185,1.0,4,9.305,2.0,8.0,10.0,4.03,10.0,3.0,9.0
8342,1.0,2,1.767,1.0,10.0,10.0,0.16,10.0,1.0,10.0
2762,1.0,4,0.82,1.0,10.0,10.0,0.86,10.0,3.0,10.0
7192,1.0,2,1.42,1.0,9.0,9.0,6.0,10.0,2.0,9.0
1680,1.0,2,0.472,1.0,10.0,10.0,0.03,10.0,2.0,8.0
13047,1.0,2,2.457,1.0,10.0,10.0,0.16,10.0,1.0,10.0
10406,1.0,2,1.39,0.0,10.0,10.0,3.2,10.0,1.0,10.0
12417,1.0,4,2.69,2.0,10.0,10.0,2.93,10.0,3.0,9.0
1674,1.0,4,0.758,1.0,10.0,10.0,1.21,10.0,1.0,9.0
10194,1.0,4,3.004,2.0,10.0,10.0,1.03,10.0,2.0,9.0
5659,1.0,2,2.512,1.0,10.0,10.0,0.16,10.0,1.0,10.0
617,1.0,4,3.457,1.0,0.0,0.0,0.0,0.0,2.0,0.0
7816,2.5,8,1.941,4.0,9.0,10.0,2.6,10.0,4.0,9.0
4148,1.5,2,0.944,1.0,10.0,10.0,3.72,10.0,1.0,10.0
3914,1.5,2,1.458,1.0,10.0,10.0,1.91,10.0,2.0,9.0
10497,1.0,2,1.511,1.0,10.0,10.0,0.83,10.0,1.0,8.0
1178,1.0,2,0.326,1.0,9.0,9.0,6.35,9.0,1.0,9.0
13436,1.0,2,4.941,1.0,9.0,10.0,1.88,10.0,1.0,9.0
10090,1.0,2,6.112,1.0,9.0,10.0,0.38,10.0,1.0,9.0
2546,2.0,4,0.451,1.0,10.0,10.0,0.31,10.0,2.0,10.0
2600,1.0,2,0.739,0.0,10.0,10.0,1.0,10.0,1.0,10.0
795,1.0,8,2.672,0.0,8.0,9.0,1.02,9.0,3.0,8.0
12001,1.0,4,2.537,2.0,9.0,9.0,2.54,10.0,2.0,9.0
5830,1.0,4,3.308,3.0,9.0,10.0,0.42,10.0,3.0,10.0
5045,1.0,3,2.377,1.0,8.0,10.0,0.45,10.0,1.0,6.0
11366,1.0,3,1.587,2.0,10.0,10.0,1.11,10.0,2.0,9.0
8128,1.0,5,2.232,3.0,9.0,10.0,0.6,10.0,3.0,9.0
9944,1.0,2,4.532,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5794,1.0,4,2.718,2.0,9.0,10.0,0.48,10.0,2.0,9.0
9979,1.0,3,5.092,2.0,0.0,0.0,0.0,0.0,2.0,0.0
10548,1.0,4,1.989,2.0,10.0,10.0,1.0,10.0,2.0,10.0
5579,1.0,2,2.078,1.0,9.0,8.0,4.69,9.0,1.0,10.0
10388,1.0,2,1.356,1.0,9.0,10.0,0.39,9.0,1.0,9.0
7364,1.0,3,2.395,1.0,9.0,9.0,1.79,9.0,2.0,9.0
5505,1.0,4,2.669,2.0,8.0,10.0,7.0,9.0,2.0,8.0
12238,1.0,2,1.544,1.0,9.0,10.0,1.42,10.0,2.0,8.0
13079,1.0,2,3.196,1.0,8.0,10.0,0.52,10.0,1.0,8.0
13095,1.0,2,2.723,1.0,9.0,10.0,2.0,10.0,1.0,9.0
10150,1.0,2,1.601,1.0,10.0,10.0,0.11,10.0,2.0,10.0
9189,1.0,4,3.507,1.0,10.0,10.0,1.52,10.0,2.0,9.0
11973,1.0,2,1.966,1.0,10.0,10.0,0.47,10.0,1.0,9.0
12043,0.0,2,2.285,1.0,9.0,9.0,0.32,9.0,1.0,9.0
530,1.0,4,4.141,2.0,0.0,0.0,0.0,0.0,2.0,0.0
9334,1.0,2,2.195,1.0,10.0,10.0,0.44,10.0,1.0,9.0
4962,1.0,2,1.387,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7367,1.0,2,2.495,1.0,10.0,10.0,0.46,10.0,1.0,10.0
8295,1.0,3,1.885,2.0,10.0,10.0,1.29,10.0,1.0,10.0
7485,2.0,5,1.833,3.0,0.0,0.0,0.0,0.0,5.0,0.0
7915,1.0,4,3.054,2.0,8.0,10.0,0.85,10.0,2.0,6.0
966,1.0,2,7.623,1.0,9.0,10.0,2.4,10.0,1.0,9.0
4848,1.0,2,1.155,1.0,10.0,10.0,2.3,10.0,1.0,9.0
3813,1.0,4,0.786,2.0,9.0,9.0,0.81,9.0,2.0,8.0
7716,1.5,4,2.713,2.0,8.0,10.0,0.3,9.0,2.0,9.0
10855,1.0,2,2.149,2.0,9.0,10.0,1.2,10.0,1.0,9.0
5118,1.0,3,2.47,2.0,0.0,0.0,0.0,0.0,2.0,0.0
11197,1.0,4,1.328,2.0,0.0,0.0,1.0,0.0,2.0,0.0
1603,1.0,4,0.311,1.0,9.0,9.0,0.52,9.0,2.0,8.0
4006,1.0,2,2.335,2.0,10.0,10.0,0.16,10.0,1.0,10.0
10390,1.5,4,2.324,3.0,9.0,10.0,1.27,10.0,4.0,9.0
3819,2.5,4,1.434,3.0,0.0,0.0,0.0,0.0,2.0,0.0
8376,1.0,4,2.651,2.0,9.0,10.0,3.18,10.0,2.0,9.0
8793,1.0,4,2.267,1.0,10.0,10.0,0.46,10.0,2.0,10.0
6437,1.0,4,1.802,1.0,9.0,10.0,1.11,10.0,3.0,9.0
13627,1.0,3,5.25,1.0,9.0,10.0,1.59,10.0,3.0,9.0
6032,1.0,2,3.24,0.0,9.0,10.0,2.5,10.0,2.0,10.0
90,1.0,2,6.164,0.0,10.0,10.0,0.99,10.0,2.0,10.0
11451,1.0,2,2.822,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8645,1.0,2,3.302,1.0,10.0,10.0,0.71,10.0,1.0,9.0
7309,2.0,2,1.886,1.0,9.0,9.0,0.73,10.0,2.0,8.0
11556,1.0,2,2.33,1.0,8.0,8.0,0.93,7.0,1.0,7.0
11889,2.0,4,2.674,2.0,0.0,0.0,0.0,0.0,4.0,0.0
11127,1.5,6,2.133,2.0,9.0,10.0,0.21,10.0,4.0,8.0
239,1.0,2,5.674,1.0,5.0,4.0,1.67,4.0,1.0,4.0
9435,1.0,3,1.953,1.0,10.0,10.0,3.11,10.0,2.0,10.0
2892,1.0,4,1.046,1.0,8.0,10.0,0.46,8.0,1.0,10.0
8175,1.0,2,3.205,1.0,10.0,8.0,0.42,10.0,1.0,6.0
7414,1.0,4,2.361,2.0,0.0,0.0,0.0,0.0,2.0,0.0
6606,1.0,2,1.883,1.0,9.0,10.0,0.52,10.0,1.0,9.0
11240,1.0,2,2.261,1.0,10.0,10.0,1.01,10.0,1.0,10.0
8428,1.0,4,2.927,2.0,9.0,10.0,0.88,10.0,4.0,9.0
524,1.0,4,3.112,2.0,0.0,0.0,0.0,0.0,4.0,0.0
1115,1.0,2,1.517,1.0,10.0,10.0,0.57,10.0,1.0,9.0
7424,1.0,3,1.811,1.0,10.0,10.0,2.59,10.0,2.0,8.0
11005,1.0,4,2.154,2.0,9.0,10.0,1.25,10.0,2.0,9.0
3007,1.0,2,3.037,1.0,8.0,9.0,1.46,8.0,1.0,8.0
2616,1.0,2,0.644,1.0,10.0,10.0,1.0,10.0,1.0,10.0
8337,1.0,4,2.437,3.0,10.0,10.0,0.31,10.0,2.0,9.0
1364,1.0,2,0.408,1.0,10.0,9.0,0.77,9.0,1.0,9.0
5678,1.0,2,2.926,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13057,1.0,2,2.591,1.0,8.0,8.0,0.33,10.0,1.0,10.0
13318,2.5,5,4.158,3.0,0.0,0.0,0.0,0.0,4.0,0.0
6996,1.0,3,1.763,1.0,9.0,10.0,0.43,10.0,1.0,9.0
8876,1.0,3,2.457,1.0,9.0,10.0,0.96,10.0,2.0,8.0
1544,1.0,2,1.198,1.0,10.0,9.0,4.93,9.0,1.0,8.0
1966,1.0,2,1.295,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13381,1.0,4,4.674,2.0,6.0,8.0,0.33,8.0,2.0,8.0
9628,1.0,3,2.184,1.0,10.0,10.0,0.33,10.0,1.0,10.0
6212,1.5,4,10.0,1.0,7.0,9.0,0.93,8.0,4.0,8.0
9057,1.0,4,3.88,3.0,9.0,10.0,0.33,10.0,3.0,9.0
8930,1.0,2,2.467,1.0,9.0,10.0,1.18,10.0,1.0,9.0
4819,1.0,2,1.698,1.0,10.0,10.0,0.12,10.0,1.0,10.0
6369,1.0,2,2.083,1.0,9.0,10.0,0.63,9.0,1.0,9.0
11067,1.0,2,2.521,1.0,10.0,10.0,0.33,10.0,1.0,10.0
10806,1.0,2,1.904,0.0,9.0,10.0,0.46,10.0,1.0,9.0
10428,1.0,4,1.592,2.0,0.0,0.0,0.0,0.0,3.0,0.0
3828,2.0,6,0.923,3.0,10.0,10.0,0.79,10.0,3.0,9.0
2637,1.0,4,0.521,1.0,10.0,10.0,2.0,10.0,2.0,9.0
5083,1.0,2,2.585,1.0,8.0,10.0,1.32,10.0,1.0,9.0
7572,1.0,2,2.953,1.0,10.0,10.0,2.16,10.0,1.0,10.0
144,1.0,2,6.259,1.0,9.0,10.0,3.19,10.0,1.0,9.0
5517,1.5,4,3.18,2.0,0.0,0.0,0.0,0.0,3.0,0.0
13490,1.0,1,3.838,1.0,6.0,8.0,0.22,8.0,1.0,8.0
12768,1.0,3,3.171,2.0,10.0,10.0,0.25,10.0,3.0,9.0
11773,1.0,2,1.492,1.0,10.0,10.0,0.98,10.0,1.0,9.0
1864,2.0,8,1.014,4.0,10.0,10.0,1.89,10.0,4.0,9.0
1696,1.0,2,1.06,0.0,10.0,10.0,0.89,10.0,2.0,9.0
6615,1.0,2,1.62,1.0,10.0,10.0,2.13,10.0,1.0,10.0
3057,1.5,6,3.805,3.0,8.0,10.0,0.12,10.0,3.0,8.0
11808,1.0,4,1.606,2.0,10.0,10.0,1.94,9.0,2.0,8.0
7009,1.0,2,1.589,1.0,9.0,10.0,1.03,10.0,2.0,9.0
11293,1.0,2,2.979,1.0,10.0,10.0,1.27,10.0,1.0,9.0
9224,1.0,3,3.417,1.0,10.0,10.0,1.0,10.0,1.0,6.0
1107,1.0,2,0.937,1.0,10.0,10.0,0.16,10.0,1.0,10.0
11816,1.5,2,2.207,2.0,9.0,10.0,2.37,9.0,1.0,8.0
12331,1.0,4,2.298,2.0,0.0,0.0,0.0,0.0,4.0,0.0
7359,1.0,2,1.722,1.0,10.0,10.0,3.85,10.0,2.0,10.0
9677,1.0,2,3.795,1.0,9.0,10.0,1.44,10.0,1.0,10.0
4419,1.0,2,2.014,1.0,9.0,9.0,0.91,9.0,1.0,9.0
9450,2.0,6,4.62,4.0,10.0,10.0,0.32,10.0,6.0,8.0
1249,1.0,4,0.487,0.0,10.0,8.0,1.4,8.0,4.0,8.0
11388,1.0,4,1.284,2.0,9.0,9.0,3.36,9.0,2.0,9.0
8864,1.0,4,1.738,2.0,10.0,10.0,0.82,10.0,2.0,9.0
8696,1.0,2,2.469,1.0,10.0,10.0,0.71,10.0,1.0,10.0
10164,1.0,3,3.152,1.0,9.0,10.0,1.81,9.0,1.0,9.0
1915,1.0,1,0.353,1.0,10.0,10.0,3.55,9.0,1.0,9.0
5581,1.0,2,2.83,1.0,9.0,10.0,0.69,10.0,2.0,9.0
1340,1.0,5,0.738,2.0,10.0,10.0,1.25,10.0,2.0,9.0
11077,1.0,2,2.148,1.0,8.0,8.0,1.0,0.0,1.0,8.0
12943,1.0,4,3.094,2.0,9.0,10.0,3.25,10.0,4.0,9.0
11103,1.0,3,2.567,1.0,9.0,10.0,0.8,10.0,2.0,9.0
9026,1.0,2,3.32,1.0,10.0,10.0,0.66,10.0,1.0,10.0
5033,1.0,1,2.789,1.0,9.0,10.0,0.67,10.0,1.0,9.0
1257,1.0,4,1.595,2.0,10.0,10.0,0.31,10.0,2.0,9.0
4140,1.0,2,0.986,1.0,10.0,10.0,0.59,10.0,1.0,10.0
9888,1.0,4,2.138,3.0,10.0,10.0,0.43,10.0,3.0,9.0
13297,1.0,4,4.02,2.0,9.0,10.0,0.94,10.0,2.0,9.0
12398,1.0,1,1.895,1.0,9.0,10.0,0.74,10.0,1.0,9.0
6949,1.0,4,1.361,1.0,7.0,8.0,0.11,9.0,2.0,7.0
1264,0.0,10,0.267,1.0,10.0,10.0,0.53,10.0,1.0,9.0
13157,1.0,2,2.777,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3008,1.0,2,3.008,1.0,9.0,10.0,2.0,10.0,1.0,9.0
4719,1.0,2,1.002,1.0,0.0,0.0,0.0,0.0,2.0,0.0
5231,1.0,2,2.661,1.0,9.0,10.0,0.99,10.0,1.0,9.0
3664,1.0,4,1.29,3.0,10.0,10.0,0.42,10.0,3.0,10.0
4433,1.0,4,2.649,2.0,0.0,0.0,0.0,0.0,4.0,0.0
1586,1.0,3,0.326,1.0,9.0,10.0,3.4,10.0,2.0,9.0
11191,1.5,2,2.469,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4671,1.0,4,1.114,0.0,10.0,9.0,3.93,9.0,2.0,8.0
8736,2.0,4,1.891,2.0,10.0,10.0,1.03,10.0,3.0,9.0
10828,1.0,4,2.306,2.0,10.0,10.0,1.84,10.0,4.0,9.0
6706,1.0,4,1.694,2.0,10.0,10.0,0.26,10.0,4.0,10.0
8235,1.5,4,1.807,2.0,10.0,10.0,0.97,10.0,3.0,9.0
7498,1.0,2,1.825,1.0,10.0,10.0,0.52,9.0,1.0,9.0
1097,1.0,2,0.867,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5178,2.0,4,2.568,2.0,9.0,10.0,0.83,10.0,2.0,9.0
4746,1.0,2,1.368,1.0,10.0,10.0,1.0,10.0,1.0,8.0
9506,2.0,4,2.094,2.0,10.0,10.0,0.19,10.0,2.0,10.0
9673,2.0,6,3.419,4.0,9.0,10.0,0.39,10.0,4.0,9.0
9150,1.0,4,2.812,3.0,0.0,0.0,0.0,0.0,3.0,0.0
13164,1.0,2,3.239,0.0,9.0,10.0,1.68,10.0,1.0,9.0
11852,1.0,2,2.38,2.0,10.0,10.0,0.26,10.0,1.0,10.0
8559,1.0,4,2.381,2.0,0.0,0.0,0.0,0.0,2.0,0.0
10522,1.5,2,1.661,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2362,1.0,2,1.107,1.0,10.0,10.0,2.61,10.0,1.0,9.0
11871,1.0,2,2.94,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5251,1.0,4,2.114,2.0,10.0,10.0,0.09,10.0,2.0,10.0
8694,1.0,2,2.002,1.0,10.0,9.0,0.86,9.0,1.0,8.0
10845,1.0,2,3.099,1.0,10.0,10.0,1.0,10.0,1.0,10.0
11557,1.0,4,2.327,1.0,9.0,10.0,3.39,10.0,2.0,9.0
7389,1.0,4,2.142,2.0,0.0,0.0,0.0,0.0,2.0,0.0
9264,1.0,2,3.667,1.0,10.0,10.0,3.04,10.0,1.0,9.0
9316,1.0,2,3.51,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10769,1.0,2,1.368,0.0,9.0,10.0,1.42,10.0,2.0,9.0
10284,2.0,6,2.38,3.0,0.0,0.0,0.0,0.0,3.0,0.0
12337,1.0,2,2.385,1.0,8.0,8.0,0.16,8.0,1.0,8.0
8533,1.0,2,2.104,0.0,9.0,9.0,1.06,9.0,1.0,9.0
2265,1.5,2,1.114,1.0,9.0,9.0,0.49,9.0,1.0,9.0
